Date,Tons
7/30/2018,25000
7/30/2018,28593
7/30/2018,18000
7/30/2018,26500
7/30/2018,18000
7/30/2018,31280
7/30/2018,27900
7/30/2018,24512
7/31/2018,28500
7/31/2018,29500
7/31/2018,27500
8/1/2018,31327
8/1/2018,32345
8/1/2018,18000
8/1/2018,27200
8/1/2018,22000
8/1/2018,28576
8/1/2018,28300
8/1/2018,22000
8/1/2018,29854
8/2/2018,30411
8/2/2018,29650
8/2/2018,18000
8/2/2018,22000
8/3/2018,35266
8/3/2018,32768
8/3/2018,26500
8/3/2018,38459
8/3/2018,25122
8/3/2018,28622
8/3/2018,29500
8/3/2018,24000
8/3/2018,22000
8/3/2018,25000
8/4/2018,28500
8/4/2018,27900
8/4/2018,22000
8/4/2018,29500
8/4/2018,22000
8/4/2018,26000
8/4/2018,30609
8/4/2018,27200
8/4/2018,28100
8/5/2018,31465
8/5/2018,29500
8/5/2018,22000
8/5/2018,28800
8/5/2018,18000
8/6/2018,26500
8/6/2018,24477
8/6/2018,22000
8/6/2018,29500
8/6/2018,28500
8/6/2018,28300
8/6/2018,27000
8/6/2018,29501
8/6/2018,27886
8/7/2018,18000
8/7/2018,28877
8/7/2018,27500
8/7/2018,22000
8/7/2018,27900
8/7/2018,26000
8/7/2018,21542
8/7/2018,24000
8/8/2018,25000
8/8/2018,29650
8/8/2018,29500
8/8/2018,29500
8/8/2018,28658
8/8/2018,28500
8/8/2018,22000
8/8/2018,26500
8/9/2018,28845
8/9/2018,30830
8/9/2018,28247
8/9/2018,22000
8/9/2018,18000
8/9/2018,28100
8/9/2018,29748
8/10/2018,22000
8/10/2018,28500
8/10/2018,24000
8/11/2018,23950
8/11/2018,26000
8/11/2018,29500
8/11/2018,27900
8/11/2018,24486
8/11/2018,27500
8/11/2018,29501
8/11/2018,24767
8/12/2018,25200
8/12/2018,25000
8/12/2018,28560
8/12/2018,28500
8/12/2018,26323
8/12/2018,22000
8/12/2018,30331
8/13/2018,22000
8/13/2018,30468
8/13/2018,18000
8/13/2018,33987
8/13/2018,18000
8/14/2018,40419
8/14/2018,29650
8/14/2018,27200
8/14/2018,26000
8/14/2018,27500
8/14/2018,28948
8/14/2018,30751
8/14/2018,25000
8/15/2018,24402
8/15/2018,29500
8/15/2018,30598
8/15/2018,18000
8/15/2018,27500
8/15/2018,22000
8/15/2018,28800
8/15/2018,26500
8/16/2018,27900
8/16/2018,29500
8/16/2018,31053
8/16/2018,26000
8/16/2018,29746
8/17/2018,24000
8/17/2018,18000
8/17/2018,22000
8/17/2018,22000
8/17/2018,29500
8/17/2018,22000
8/17/2018,29500
8/17/2018,28701
8/18/2018,24409
8/18/2018,28500
8/18/2018,22000
8/18/2018,29016
8/18/2018,23587
8/18/2018,27200
8/18/2018,26500
8/18/2018,28300
8/19/2018,29647
8/19/2018,22000
8/19/2018,28500
8/19/2018,33233
8/19/2018,27900
8/20/2018,25215
8/20/2018,34492
8/20/2018,22000
8/20/2018,25000
8/20/2018,29500
8/20/2018,26500
8/20/2018,28500
8/20/2018,18000
8/21/2018,26176
8/21/2018,22000
8/21/2018,26000
8/21/2018,24000
8/21/2018,18000
8/21/2018,22000
8/22/2018,22000
8/22/2018,29500
8/22/2018,10017
8/22/2018,27500
8/22/2018,33020
8/22/2018,22000
8/22/2018,39626
8/22/2018,34150
8/22/2018,28100
8/23/2018,27500
8/23/2018,27900
8/23/2018,26492
8/23/2018,31407
8/23/2018,25000
8/23/2018,29500
8/23/2018,29500
8/24/2018,22000
8/24/2018,29840
8/24/2018,27500
8/24/2018,29500
8/24/2018,27200
8/24/2018,29034
8/24/2018,28500
8/24/2018,29501
8/24/2018,24476
8/25/2018,18000
8/25/2018,26500
8/25/2018,35257
8/25/2018,27000
8/25/2018,30349
8/25/2018,28800
8/25/2018,25200
8/26/2018,29500
8/26/2018,30192
8/27/2018,17800
8/27/2018,30957
8/27/2018,24000
8/27/2018,28100
8/27/2018,18000
8/27/2018,22000
8/27/2018,26000
8/27/2018,29234
8/28/2018,28500
8/28/2018,29500
8/28/2018,30963
8/28/2018,25000
8/28/2018,40088
8/29/2018,28500
8/29/2018,22000
8/29/2018,29650
8/29/2018,29500
8/29/2018,27900
8/29/2018,24000
8/29/2018,29501
8/30/2018,24456
8/30/2018,26402
8/30/2018,22000
8/30/2018,27925
8/30/2018,27500
8/30/2018,28300
8/30/2018,26500
8/30/2018,18000
8/30/2018,26000
8/30/2018,26000
8/30/2018,26939
8/30/2018,29500
8/31/2018,43456
8/31/2018,22000
8/31/2018,30882
8/31/2018,22000
8/31/2018,28500
8/31/2018,28800
8/31/2018,29647
9/1/2018,18000
9/1/2018,30666
9/1/2018,27500
9/2/2018,24000
9/2/2018,33095
9/2/2018,26500
9/2/2018,27500
9/2/2018,25230
9/2/2018,27200
9/2/2018,22000
9/2/2018,22000
9/2/2018,27000
9/3/2018,28300
9/3/2018,29500
9/3/2018,39886
9/3/2018,28800
9/3/2018,24434
9/3/2018,24313
9/4/2018,18000
9/4/2018,27900
9/4/2018,33740
9/4/2018,29063
9/4/2018,24000
9/4/2018,28500
9/5/2018,25000
9/5/2018,27200
9/5/2018,18000
9/5/2018,29500
9/5/2018,22000
9/5/2018,22000
9/6/2018,29041
9/6/2018,29500
9/6/2018,23718
9/6/2018,28891
9/6/2018,27456
9/7/2018,26000
9/7/2018,22000
9/7/2018,22000
9/7/2018,29898
9/7/2018,29500
9/7/2018,18000
9/7/2018,27900
9/8/2018,29650
9/8/2018,22000
9/8/2018,22000
9/8/2018,28100
9/9/2018,24000
9/9/2018,24963
9/9/2018,22000
9/9/2018,29078
9/9/2018,40583
9/10/2018,24445
9/10/2018,26500
9/10/2018,29501
9/10/2018,28887
9/10/2018,27592
9/10/2018,33393
9/10/2018,28500
9/10/2018,26229
9/11/2018,25200
9/11/2018,22000
9/11/2018,27500
9/11/2018,18000
9/11/2018,29520
9/12/2018,29500
9/12/2018,29500
9/12/2018,30252
9/12/2018,30224
9/12/2018,18000
9/13/2018,27900
9/13/2018,25000
9/13/2018,28500
9/13/2018,25624
9/13/2018,18000
9/13/2018,23481
9/13/2018,38283
9/14/2018,30229
9/14/2018,26500
9/14/2018,22000
9/14/2018,29650
9/14/2018,29500
9/14/2018,29220
9/14/2018,24455
9/14/2018,22000
9/14/2018,24000
9/14/2018,28301
9/14/2018,18000
9/14/2018,29704
9/15/2018,22000
9/15/2018,29500
9/15/2018,29501
9/15/2018,29230
9/15/2018,39896
9/16/2018,22000
9/16/2018,25268
9/16/2018,18000
9/16/2018,26000
9/16/2018,33499
9/16/2018,28874
9/16/2018,27893
9/16/2018,27200
9/16/2018,27900
9/16/2018,28893
9/16/2018,22000
9/16/2018,20032
9/17/2018,22000
9/17/2018,29399
9/17/2018,18000
9/17/2018,25000
9/17/2018,29500
9/18/2018,30781
9/18/2018,28887
9/18/2018,28500
9/19/2018,18000
9/19/2018,22000
9/19/2018,27000
9/19/2018,27200
9/19/2018,25000
9/19/2018,29704
9/19/2018,18000
9/19/2018,27900
9/20/2018,26411
9/20/2018,28500
9/20/2018,36772
9/20/2018,24000
9/20/2018,24000
9/20/2018,18000
9/20/2018,33193
9/20/2018,29270
9/20/2018,26000
9/20/2018,27000
9/20/2018,24737
9/20/2018,29500
9/21/2018,22000
9/21/2018,27615
9/21/2018,18000
9/21/2018,26500
9/21/2018,22000
9/22/2018,27822
9/22/2018,29500
9/22/2018,28301
9/22/2018,39954
9/22/2018,27500
9/22/2018,28500
9/22/2018,26000
9/22/2018,28100
9/22/2018,25000
9/23/2018,29500
9/23/2018,29500
9/23/2018,22000
9/23/2018,22000
9/24/2018,27900
9/24/2018,18000
9/24/2018,22000
9/24/2018,28639
9/24/2018,30325
9/25/2018,22000
9/25/2018,30433
9/25/2018,29003
9/25/2018,26500
9/25/2018,22000
9/25/2018,29650
9/25/2018,22000
9/26/2018,26350
9/26/2018,33578
9/26/2018,28500
9/26/2018,27500
9/26/2018,28800
9/26/2018,29500
9/26/2018,22000
9/26/2018,20027
9/26/2018,25200
9/26/2018,29501
9/27/2018,22000
9/27/2018,27000
9/27/2018,29500
9/27/2018,30741
9/27/2018,22000
9/27/2018,22000
9/27/2018,36805
9/27/2018,24478
9/27/2018,18000
9/28/2018,18000
9/28/2018,27500
9/28/2018,27900
9/28/2018,25000
9/28/2018,30312
9/28/2018,26000
9/28/2018,26500
9/29/2018,28000
9/29/2018,27200
9/29/2018,39933
9/29/2018,18000
9/29/2018,31852
9/29/2018,29500
9/29/2018,22000
9/30/2018,22000
9/30/2018,27500
9/30/2018,28548
9/30/2018,18000
9/30/2018,24000
10/1/2018,29189
10/1/2018,25000
10/1/2018,28500
10/1/2018,29501
10/1/2018,29013
10/1/2018,29500
10/1/2018,28500
10/1/2018,30917
10/1/2018,29704
10/2/2018,26000
10/2/2018,27500
10/2/2018,27900
10/2/2018,18000
10/3/2018,24027
10/3/2018,30709
10/3/2018,22000
10/3/2018,29500
10/3/2018,25825
10/3/2018,23720
10/3/2018,29500
10/4/2018,27364
10/4/2018,18000
10/4/2018,18000
10/4/2018,27200
10/4/2018,28500
10/4/2018,28301
10/5/2018,33074
10/5/2018,39223
10/5/2018,27000
10/5/2018,35772
10/5/2018,22000
10/5/2018,24777
10/5/2018,18000
10/6/2018,22000
10/6/2018,29500
10/6/2018,22000
10/6/2018,33894
10/6/2018,26000
10/7/2018,24000
10/7/2018,22000
10/7/2018,28100
10/7/2018,18000
10/7/2018,28882
10/7/2018,29501
10/7/2018,33819
10/7/2018,22000
10/7/2018,29500
10/7/2018,26500
10/8/2018,25000
10/8/2018,29500
10/8/2018,28379
10/8/2018,18000
10/8/2018,29500
10/9/2018,29044
10/9/2018,28301
10/9/2018,27466
10/9/2018,28541
10/9/2018,27200
10/9/2018,29500
10/9/2018,22000
10/9/2018,18000
10/10/2018,18000
10/10/2018,24000
10/10/2018,27900
10/10/2018,25000
10/10/2018,27500
10/10/2018,22000
10/10/2018,17507
10/10/2018,24834
10/10/2018,40096
10/10/2018,28500
10/10/2018,30201
10/10/2018,28893
10/11/2018,29500
10/11/2018,18000
10/11/2018,26000
10/12/2018,21265
10/12/2018,27500
10/12/2018,29650
10/12/2018,27291
10/12/2018,26500
10/13/2018,27310
10/13/2018,22000
10/13/2018,22000
10/13/2018,28500
10/13/2018,22000
10/13/2018,22000
10/13/2018,27500
10/13/2018,28500
10/13/2018,29500
10/14/2018,25000
10/14/2018,27200
10/14/2018,24383
10/14/2018,22000
10/14/2018,62564
10/14/2018,22000
10/14/2018,26000
10/15/2018,29500
10/15/2018,27900
10/15/2018,30129
10/15/2018,22000
10/15/2018,30660
10/15/2018,29041
10/15/2018,18000
10/16/2018,30753
10/16/2018,22000
10/16/2018,40811
10/16/2018,24000
10/16/2018,28800
10/16/2018,28100
10/16/2018,25925
10/17/2018,18000
10/17/2018,26000
10/17/2018,29500
10/17/2018,22000
10/17/2018,18000
10/18/2018,29704
10/18/2018,30386
10/18/2018,23795
10/18/2018,27500
10/19/2018,29357
10/19/2018,27039
10/19/2018,28537
10/19/2018,26500
10/19/2018,26000
10/19/2018,22000
10/19/2018,27000
10/19/2018,29500
10/19/2018,25000
10/20/2018,28024
10/20/2018,27900
10/21/2018,24439
10/21/2018,29084
10/21/2018,24864
10/21/2018,24000
10/21/2018,28100
10/21/2018,29500
10/21/2018,26000
10/22/2018,41249
10/22/2018,28301
10/22/2018,29501
10/22/2018,22000
10/22/2018,22000
10/22/2018,28660
10/23/2018,28913
10/23/2018,26000
10/23/2018,28500
10/23/2018,24000
10/23/2018,29500
10/23/2018,29500
10/23/2018,30288
10/23/2018,27591
10/23/2018,22000
10/24/2018,27500
10/24/2018,26500
10/24/2018,28500
10/24/2018,29500
10/24/2018,27374
10/24/2018,29500
10/24/2018,18000
10/24/2018,25254
10/24/2018,27900
10/25/2018,29704
10/25/2018,25000
10/25/2018,27500
10/26/2018,18000
10/26/2018,18000
10/26/2018,30629
10/26/2018,27200
10/26/2018,26000
10/26/2018,22000
10/26/2018,24000
10/26/2018,25209
10/27/2018,29158
10/27/2018,27500
10/27/2018,21228
10/27/2018,25000
10/27/2018,33032
10/27/2018,24645
10/27/2018,28500
10/27/2018,28800
10/28/2018,41764
10/28/2018,26325
10/28/2018,27900
10/28/2018,18000
10/28/2018,29500
10/28/2018,29500
10/29/2018,29500
10/29/2018,29650
10/29/2018,28301
10/29/2018,26000
10/29/2018,29057
10/29/2018,18000
10/29/2018,29500
10/30/2018,18047
10/30/2018,26500
10/30/2018,22000
10/30/2018,29500
10/30/2018,27227
10/31/2018,18000
10/31/2018,28100
10/31/2018,29501
10/31/2018,25000
10/31/2018,28500
10/31/2018,15114
10/31/2018,27500
10/31/2018,27900
11/1/2018,28777
11/1/2018,27000
11/1/2018,22000
11/1/2018,29244
11/1/2018,18000
11/1/2018,26000
11/2/2018,28626
11/2/2018,24000
11/2/2018,24627
11/2/2018,28216
11/2/2018,26500
11/2/2018,22000
11/2/2018,27500
11/3/2018,27500
11/3/2018,25000
11/3/2018,18000
11/3/2018,23899
11/4/2018,29500
11/4/2018,18000
11/5/2018,30080
11/5/2018,29169
11/5/2018,28500
11/5/2018,27200
11/5/2018,22000
11/5/2018,26828
11/5/2018,26000
11/5/2018,29704
11/6/2018,30719
11/6/2018,27194
11/7/2018,22000
11/7/2018,18000
11/7/2018,28301
11/7/2018,28091
11/7/2018,22000
11/7/2018,29500
11/7/2018,26500
11/8/2018,27500
11/8/2018,28100
11/8/2018,28504
11/8/2018,19953
11/8/2018,25000
11/8/2018,27900
11/8/2018,29501
11/8/2018,22000
11/8/2018,22000
11/9/2018,24000
11/9/2018,29650
11/9/2018,30865
11/9/2018,24701
11/9/2018,18000
11/9/2018,28800
11/9/2018,23750
11/10/2018,29500
11/10/2018,28759
11/10/2018,22000
11/10/2018,27200
11/11/2018,22000
11/11/2018,25610
11/11/2018,29500
11/11/2018,22000
11/11/2018,28757
11/11/2018,27140
11/11/2018,26000
11/11/2018,22000
11/11/2018,30869
11/12/2018,27900
11/12/2018,25170
11/12/2018,18000
11/12/2018,22000
11/12/2018,28500
11/13/2018,22000
11/13/2018,22000
11/13/2018,28244
11/13/2018,26000
11/13/2018,28662
11/13/2018,26465
11/13/2018,25000
11/13/2018,28301
11/13/2018,18000
11/14/2018,18000
11/14/2018,22000
11/14/2018,26326
11/14/2018,29500
11/15/2018,27500
11/15/2018,27500
11/15/2018,22000
11/15/2018,24000
11/15/2018,30265
11/15/2018,22000
11/15/2018,21836
11/15/2018,22000
11/15/2018,18000
11/16/2018,29500
11/16/2018,26500
11/16/2018,27500
11/16/2018,27584
11/17/2018,28100
11/17/2018,29650
11/17/2018,22000
11/18/2018,29500
11/18/2018,29704
11/18/2018,30664
11/18/2018,24000
11/18/2018,22000
11/18/2018,22000
11/18/2018,27900
11/18/2018,26000
11/19/2018,25000
11/19/2018,22000
11/19/2018,27200
11/19/2018,28500
11/19/2018,26500
11/19/2018,18000
11/19/2018,15796
11/19/2018,27382
11/20/2018,24674
11/20/2018,29289
11/20/2018,27500
11/20/2018,28102
11/20/2018,29500
11/20/2018,25295
11/21/2018,25200
11/21/2018,26000
11/21/2018,24000
11/21/2018,25662
11/22/2018,28100
11/22/2018,28301
11/22/2018,27900
11/22/2018,24016
11/22/2018,23503
11/23/2018,29501
11/23/2018,29397
11/23/2018,61764
11/24/2018,28500
11/24/2018,29704
11/24/2018,25080
11/24/2018,18000
11/24/2018,22000
11/24/2018,28968
11/24/2018,27500
11/24/2018,22000
11/25/2018,29500
11/25/2018,27200
11/25/2018,30208
11/25/2018,26000
11/25/2018,22000
11/25/2018,28500
11/26/2018,29500
11/26/2018,29500
11/26/2018,18000
11/26/2018,29650
11/26/2018,28500
11/26/2018,27135
11/26/2018,18000
11/27/2018,29016
11/27/2018,24774
11/27/2018,27200
11/27/2018,22000
11/27/2018,30542
11/27/2018,27408
11/27/2018,28301
11/27/2018,22000
11/27/2018,28588
11/27/2018,29500
11/27/2018,27900
11/28/2018,25000
11/28/2018,18000
11/28/2018,26500
11/28/2018,22000
11/28/2018,22000
11/29/2018,30885
11/29/2018,29501
11/29/2018,27000
11/30/2018,30215
11/30/2018,22000
11/30/2018,27500
11/30/2018,18000
11/30/2018,26083
11/30/2018,30584
11/30/2018,27500
12/1/2018,18028
12/1/2018,28624
12/1/2018,22000
12/1/2018,28500
12/1/2018,26000
12/1/2018,10033
12/2/2018,28500
12/2/2018,25000
12/2/2018,29910
12/2/2018,29500
12/2/2018,26500
12/2/2018,27200
12/2/2018,29704
12/2/2018,18000
12/3/2018,24000
12/4/2018,27900
12/4/2018,18000
12/4/2018,22000
12/4/2018,18000
12/4/2018,24760
12/5/2018,23682
12/5/2018,27500
12/5/2018,28742
12/5/2018,25549
12/5/2018,34083
12/5/2018,28986
12/5/2018,27500
12/6/2018,30075
12/6/2018,26000
12/6/2018,33025
12/6/2018,28500
12/6/2018,22000
12/6/2018,28100
12/6/2018,18000
12/7/2018,29253
12/7/2018,28854
12/7/2018,28800
12/8/2018,22000
12/8/2018,22000
12/8/2018,22652
12/8/2018,62071
12/8/2018,29704
12/8/2018,18000
12/8/2018,25000
12/9/2018,23764
12/9/2018,20004
12/9/2018,28500
12/9/2018,22000
12/9/2018,22000
12/10/2018,18000
12/10/2018,24000
12/10/2018,29711
12/10/2018,26500
12/10/2018,29500
12/10/2018,27900
12/10/2018,27200
12/10/2018,26000
12/10/2018,27500
12/10/2018,25047
12/10/2018,28884
12/10/2018,28301
12/11/2018,25000
12/11/2018,22000
12/11/2018,18000
12/12/2018,28100
12/12/2018,28519
12/12/2018,27000
12/12/2018,29500
12/12/2018,24341
12/12/2018,22000
12/12/2018,24654
12/12/2018,30362
12/13/2018,28500
12/13/2018,29501
12/13/2018,26000
12/13/2018,28500
12/13/2018,28606
12/13/2018,29500
12/13/2018,22000
12/13/2018,18000
12/14/2018,18000
12/14/2018,25000
12/14/2018,27200
12/14/2018,30150
12/14/2018,34436
12/14/2018,29500
12/14/2018,29500
12/15/2018,28301
12/15/2018,25200
12/15/2018,26500
12/15/2018,27500
12/15/2018,29650
12/15/2018,22000
12/16/2018,28596
12/16/2018,29650
12/16/2018,18000
12/16/2018,27446
12/16/2018,28500
12/17/2018,28563
12/17/2018,30376
12/17/2018,22000
12/17/2018,18000
12/17/2018,25000
12/18/2018,29501
12/18/2018,18000
12/18/2018,27500
12/18/2018,27000
12/18/2018,61696
12/18/2018,27200
12/19/2018,25181
12/19/2018,27484
12/19/2018,28800
12/19/2018,29500
12/19/2018,29704
12/19/2018,29500
12/19/2018,18000
12/20/2018,29500
12/20/2018,28575
12/20/2018,27000
12/20/2018,22000
12/20/2018,29500
12/20/2018,25096
12/20/2018,30475
12/21/2018,28301
12/21/2018,26000
12/21/2018,28823
12/22/2018,22000
12/22/2018,22000
12/22/2018,29500
12/22/2018,31402
12/22/2018,18000
12/23/2018,28100
12/23/2018,28800
12/24/2018,22000
12/25/2018,27193
12/25/2018,28500
12/26/2018,29500
12/26/2018,21599
12/26/2018,18000
12/26/2018,19914
12/27/2018,22000
12/27/2018,25092
12/27/2018,24000
12/28/2018,33065
12/29/2018,23376
12/29/2018,31010
12/29/2018,22000
3/6/2019,29500
3/9/2019,29500
3/15/2019,29500
3/18/2019,29500
3/20/2019,29500
3/22/2019,29500
3/22/2019,20021
3/22/2019,28065
3/23/2019,28661
3/23/2019,22000
3/23/2019,27500
3/24/2019,29240
3/24/2019,25621
3/24/2019,27500
3/24/2019,25200
3/25/2019,29500
3/25/2019,28300
3/25/2019,29500
3/26/2019,18000
3/28/2019,26273
3/28/2019,27900
3/28/2019,29650
3/28/2019,29500
3/28/2019,29704
3/28/2019,22000
3/28/2019,30083
3/28/2019,27500
3/28/2019,27500
3/28/2019,28500
3/28/2019,28093
3/29/2019,29500
3/29/2019,22000
3/29/2019,29500
3/30/2019,28800
3/30/2019,28500
3/30/2019,27500
3/30/2019,25264
3/31/2019,29500
3/31/2019,30566
3/31/2019,27900
3/31/2019,22000
3/31/2019,24000
3/31/2019,25892
4/1/2019,28688
4/1/2019,29710
4/1/2019,28397
4/2/2019,25831
4/2/2019,28500
4/2/2019,27500
4/3/2019,18000
4/3/2019,26500
4/3/2019,22000
4/3/2019,32287
4/3/2019,29500
4/4/2019,29500
4/4/2019,26000
4/4/2019,20000
4/5/2019,22000
4/5/2019,29500
4/5/2019,24000
4/5/2019,27500
4/5/2019,22000
4/6/2019,29970
4/6/2019,30949
4/6/2019,32044
4/6/2019,28800
4/6/2019,852
4/7/2019,58790
4/7/2019,27900
4/7/2019,30648
4/7/2019,28500
4/7/2019,18000
4/7/2019,29500
4/7/2019,26000
4/7/2019,25200
4/8/2019,25000
4/8/2019,29704
4/8/2019,32338
4/8/2019,27500
4/8/2019,26500
4/9/2019,26000
4/9/2019,27500
4/9/2019,24000
4/9/2019,41198
4/9/2019,29500
4/9/2019,28295
4/9/2019,27275
4/10/2019,29500
4/10/2019,26000
4/10/2019,30684
4/10/2019,28880
4/10/2019,27900
4/10/2019,18000
4/10/2019,29650
4/11/2019,22000
4/11/2019,29500
4/11/2019,18000
4/12/2019,24000
4/12/2019,30760
4/12/2019,26500
4/12/2019,28500
4/13/2019,28300
4/13/2019,18000
4/13/2019,22000
4/13/2019,22000
4/13/2019,30170
4/14/2019,29500
4/14/2019,29704
4/14/2019,22000
4/14/2019,25881
4/14/2019,18000
4/14/2019,27900
4/14/2019,20205
4/14/2019,28500
4/15/2019,26000
4/15/2019,29500
4/15/2019,29500
4/15/2019,25000
4/15/2019,24000
4/15/2019,27961
4/16/2019,27500
4/16/2019,18000
4/16/2019,26000
4/16/2019,29864
4/16/2019,26500
4/16/2019,29500
4/16/2019,24938
4/17/2019,29500
4/17/2019,29650
4/17/2019,28500
4/17/2019,26000
4/17/2019,18000
4/17/2019,43612
4/18/2019,29713
4/18/2019,28300
4/18/2019,30872
4/18/2019,22000
4/18/2019,18000
4/18/2019,29500
4/19/2019,25000
4/19/2019,22000
4/19/2019,30659
4/19/2019,32564
4/19/2019,63210
4/19/2019,31690
4/19/2019,27500
4/19/2019,28800
4/20/2019,18000
4/20/2019,30316
4/21/2019,22000
4/21/2019,26000
4/21/2019,30795
4/21/2019,27027
4/21/2019,25000
4/21/2019,30936
4/21/2019,18000
4/22/2019,26968
4/22/2019,26000
4/22/2019,27512
4/22/2019,29500
4/22/2019,60959
4/22/2019,29500
4/23/2019,29500
4/23/2019,26500
4/23/2019,28925
4/23/2019,18000
4/23/2019,26000
4/23/2019,15000
4/23/2019,22000
4/23/2019,27900
4/24/2019,27500
4/24/2019,29182
4/24/2019,29065
4/24/2019,26762
4/24/2019,25200
4/24/2019,22000
4/24/2019,18000
4/24/2019,27500
4/24/2019,24000
4/25/2019,29500
4/25/2019,29500
4/25/2019,32610
4/25/2019,22000
4/25/2019,25000
4/26/2019,18000
4/26/2019,26000
4/26/2019,29500
4/26/2019,20811
4/26/2019,29704
4/26/2019,22000
4/27/2019,24868
4/27/2019,28500
4/27/2019,29500
4/28/2019,40838
4/28/2019,25894
4/28/2019,26500
4/28/2019,22000
4/28/2019,29650
4/28/2019,29500
4/29/2019,29216
4/29/2019,28500
4/29/2019,26000
4/29/2019,28800
4/29/2019,18000
4/29/2019,27500
4/30/2019,29500
4/30/2019,26500
4/30/2019,25000
4/30/2019,24286
4/30/2019,18000
4/30/2019,28300
4/30/2019,22000
4/30/2019,18000
4/30/2019,29500
4/30/2019,26000
5/1/2019,18000
5/1/2019,25943
5/1/2019,22000
5/2/2019,29500
5/2/2019,22000
5/2/2019,24000
5/2/2019,29500
5/2/2019,33452
5/2/2019,29500
5/2/2019,26000
5/2/2019,22000
5/2/2019,33084
5/2/2019,28190
5/2/2019,30345
5/2/2019,27900
5/3/2019,29500
5/3/2019,25000
5/3/2019,28100
5/3/2019,26500
5/3/2019,22000
5/4/2019,18000
5/4/2019,30257
5/4/2019,31835
5/4/2019,33791
5/4/2019,27500
5/4/2019,29704
5/4/2019,22000
5/4/2019,45578
5/4/2019,27500
5/4/2019,28800
5/4/2019,29500
5/4/2019,30677
5/5/2019,26000
5/5/2019,24701
5/5/2019,22000
5/5/2019,28500
5/5/2019,18000
5/6/2019,22000
5/6/2019,25000
5/6/2019,26500
5/6/2019,29500
5/6/2019,20100
5/6/2019,30710
5/6/2019,29650
5/6/2019,22000
5/6/2019,29857
5/7/2019,27138
5/7/2019,29500
5/7/2019,18000
5/7/2019,28300
5/7/2019,33237
5/7/2019,30674
5/8/2019,24000
5/8/2019,27500
5/8/2019,24703
5/8/2019,29500
5/8/2019,22000
5/8/2019,26500
5/8/2019,18000
5/8/2019,29792
5/8/2019,34214
5/9/2019,25165
5/9/2019,29500
5/9/2019,26000
5/9/2019,25000
5/9/2019,28500
5/10/2019,34492
5/10/2019,28297
5/10/2019,35268
5/10/2019,26000
5/11/2019,18000
5/11/2019,27900
5/11/2019,44697
5/11/2019,29025
5/11/2019,29500
5/11/2019,38470
5/11/2019,29500
5/11/2019,30853
5/11/2019,27500
5/12/2019,26000
5/12/2019,29500
5/12/2019,28730
5/12/2019,27500
5/12/2019,25200
5/12/2019,25000
5/12/2019,28100
5/13/2019,24000
5/13/2019,28500
5/13/2019,28800
5/13/2019,22000
5/14/2019,32663
5/14/2019,25931
5/14/2019,18000
5/14/2019,33544
5/14/2019,29598
5/14/2019,22000
5/14/2019,27900
5/15/2019,18000
5/15/2019,27500
5/15/2019,29500
5/15/2019,22000
5/16/2019,26000
5/16/2019,28413
5/16/2019,25000
5/16/2019,29500
5/16/2019,29500
5/16/2019,22000
5/16/2019,24000
5/17/2019,38518
5/17/2019,18000
5/17/2019,28500
5/17/2019,29813
5/17/2019,29500
5/17/2019,24809
5/17/2019,29500
5/17/2019,28479
5/17/2019,27900
5/17/2019,35647
5/17/2019,29019
5/17/2019,26116
5/18/2019,29704
5/18/2019,29500
5/18/2019,28500
5/18/2019,27500
5/18/2019,18000
5/18/2019,26000
5/18/2019,28668
5/18/2019,46261
5/18/2019,30942
5/18/2019,26500
5/18/2019,28300
5/19/2019,32973
5/19/2019,24000
5/19/2019,28100
5/19/2019,29500
5/19/2019,22000
5/19/2019,29500
5/20/2019,18000
5/20/2019,10053
5/20/2019,27900
5/20/2019,22000
5/20/2019,25000
5/21/2019,29500
5/21/2019,22000
5/21/2019,18000
5/21/2019,25114
5/21/2019,28718
5/21/2019,29500
5/21/2019,24000
5/22/2019,30194
5/22/2019,29500
5/22/2019,29109
5/22/2019,26000
5/22/2019,29500
5/22/2019,29486
5/22/2019,27500
5/23/2019,30731
5/23/2019,38536
5/23/2019,22000
5/23/2019,24581
5/23/2019,28500
5/23/2019,27500
5/24/2019,22000
5/24/2019,29500
5/24/2019,29704
5/24/2019,61142
5/24/2019,24000
5/24/2019,26500
5/24/2019,29500
5/24/2019,26000
5/25/2019,43082
5/25/2019,26460
5/25/2019,30256
5/25/2019,33247
5/25/2019,29500
5/25/2019,35427
5/25/2019,26976
5/25/2019,22000
5/26/2019,28500
5/26/2019,30335
5/26/2019,24000
5/27/2019,31004
5/27/2019,28800
5/27/2019,28300
5/27/2019,22000
5/27/2019,28500
5/27/2019,66136
5/27/2019,27900
5/28/2019,29500
5/28/2019,29500
5/28/2019,22000
5/28/2019,23920
5/28/2019,38365
5/28/2019,25000
5/29/2019,18000
5/29/2019,29500
5/29/2019,26511
5/29/2019,29500
5/29/2019,26000
5/29/2019,22000
5/29/2019,25200
5/29/2019,28218
5/29/2019,26500
5/30/2019,27500
5/30/2019,22000
5/30/2019,29014
5/30/2019,35117
5/30/2019,26000
5/31/2019,29500
5/31/2019,35628
5/31/2019,32801
5/31/2019,42607
5/31/2019,30687
5/31/2019,18000
5/31/2019,61006
5/31/2019,27500
6/1/2019,18000
